SMILES,target1_pIC50,target2_pIC50,target3_pIC50,target4_pIC50,target5_pIC50,MW,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumRings,TPSA,NumAtoms,FractionCSP3,HeavyAtomCount
C1=CC(=CC=C1N)N,6.31278570708697,7.86916592776225,7.061916857062844,5.066276971184834,6.338931161373308,108.144,0.8510000000000002,2,2,0,1,52.04,8,0.0,8
CC(=O)O,5.393870287110125,5.495431684686686,5.414571155590354,4.330861018813908,5.047432735829021,60.05200000000001,0.09089999999999993,1,1,0,0,37.3,4,0.5,4
C(CO)N,4.4113521326005545,5.550214480520744,4.982867009372979,4.393075854716906,4.59891475936957,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
C1CC1,5.351572066551362,5.477989845242104,5.397346976379781,5.220324531119952,6.430818490300421,42.080999999999996,1.1703,0,0,0,1,0.0,3,1.0,3
C1=CC=CC=C1C(=O)O,4.978451322465666,5.379084259234061,4.416697203907569,2.4006778754503224,5.048423630945834,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
C1=CC=C(C=C1)O,5.422901289986393,5.255628044551845,5.523270645265374,4.953641757863303,5.932852096505081,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
CCN(CC)CC,4.3799557921361405,3.096189451275006,4.03589073371952,3.1426443722345523,3.456423070323174,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
CC1=CC=CC=C1,4.995019882252993,3.70543579937171,4.439030637828869,3.5144062563176357,4.535006505888917,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
CC(=O)O,3.190200122767503,5.203421258020036,4.952322523378693,4.460773112853699,5.488036010959024,60.05200000000001,0.09089999999999993,1,1,0,0,37.3,4,0.5,4
C(CO)N,3.6507675831373696,5.180102810301587,5.430561756300831,2.5345113720277217,4.399170015387677,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
C1CCCCC1,4.244968494854359,4.161441154198916,3.224904233942141,3.2967070165440724,5.022127189477117,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=C2C(=C1)C=CC=C2,5.31528669222158,4.341640319538659,3.297467364979906,4.431041592324281,6.299768227465449,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
CC(=O)OC,4.787198653073377,4.677342419049208,4.697133397317627,3.7085003032106663,4.616985895420281,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
C1=CC=C(C=C1)O,5.905720665224264,5.640388159729287,5.156078336383677,3.890526480852274,6.00503066513737,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
CC(C)C,4.368833541859104,3.6305422643873575,4.794193630641199,3.78856419937095,5.08185111348626,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C1CCC(CC1)N,2.5733796031886604,3.379559134731186,3.5474567656084637,1.2131350764217936,3.103836017516261,99.17700000000002,1.2778,1,1,0,1,26.02,7,1.0,7
C1=CC=CC=C1C(=O)O,4.404659577035515,4.760794197656812,4.833372080272173,3.0612192218056333,5.6689774371217805,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CC(=O)O,6.296545964139229,6.412517239668916,5.472469484292888,6.019175608022623,6.993839678413915,60.05200000000001,0.09089999999999993,1,1,0,0,37.3,4,0.5,4
C1=CC=C(C=C1)Cl,5.138294877631152,5.030015517740091,4.1330364203827035,3.1685350603991624,5.648048401161787,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
C1CCCCC1,3.036128203864421,3.795844402892887,4.094401394149731,2.703452195984852,3.455042784967692,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
CC(C)C,5.390674830594503,4.563460067035495,4.511982445627826,4.287519448005178,3.7476232987589975,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C1CCC(CC1)N,7.007805659121399,8.11753023583927,7.1678199470597255,4.801300543390262,7.372698243301355,99.17700000000002,1.2778,1,1,0,1,26.02,7,1.0,7
C#C,5.001707389077661,5.04336426450547,4.165614202832644,3.267850787249267,5.131856700301215,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
CN(C)C,5.827963721446445,6.221026660093326,6.062884286573621,5.173707384825536,5.8822365668279915,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
C1CCCCC1,6.610385206657073,4.715634197658008,5.205750412890932,4.024029709321865,5.136597227493653,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=C(C=C1)O,5.902657381572677,4.715414259921814,4.440012822167894,3.2559578961035642,6.174604138240357,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C1=CC=C2C(=C1)C=CC=C2,5.6937031147197725,4.157963638821543,4.14817141956594,1.917662537949799,5.173220414486609,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
CN(C)C,3.9507615476865126,4.4439044533312435,5.3753192896341275,3.3864439959714963,5.105125348905911,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
C1=CC=C2C(=C1)C=CC=C2,4.188102621556006,4.038780330257194,4.750809847931958,2.0026130280223002,4.148643034550341,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
CC(=O)OC,5.858083291899281,5.732343430349301,6.2857317700317585,5.010183660683772,6.051801128794397,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
C1CCC(CC1)N,5.540933454492341,5.742508144171607,4.3140026308681305,3.5895211452604947,5.267948511085929,99.17700000000002,1.2778,1,1,0,1,26.02,7,1.0,7
C1CC1,4.5513729350089305,3.30882252223672,3.98784311975742,4.000162421576359,5.331782088991713,42.080999999999996,1.1703,0,0,0,1,0.0,3,1.0,3
C1=CC=CC=C1C(=O)O,3.3919037384693547,2.8615443593283785,2.9697836926187073,1.4620551251688667,3.8288908049126453,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CCO,4.838690090424463,6.356449671732523,7.174539038437664,5.433945059194071,5.47249966262062,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
C#C,5.694903346896093,4.0301391061026886,4.473862515544315,4.275417305012479,4.356846845012435,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
C1=CC=C(C=C1)Cl,5.9491184741213115,6.005803958162233,5.8570392233184325,4.700822995321492,6.563570603487845,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CC(=O)OC,6.501579157512271,6.178717389861605,6.585660909319725,4.726892511902329,7.041469202271254,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
C1CC1,5.252448171865018,4.348399418155174,4.459436493385722,3.869598294591486,4.553692709162314,42.080999999999996,1.1703,0,0,0,1,0.0,3,1.0,3
CCOC(C)=O,6.181962927192366,5.783844998665789,6.2623934839292685,4.813330655312152,6.262315910318817,88.106,0.5694,0,2,1,0,26.3,6,0.75,6
CN(C)C,3.756769383332869,3.395186173606951,3.1459992056893973,2.983404023289536,3.11109747915033,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
CC(C)(C)O,5.218458886482941,5.435730458481607,4.8556399503054815,3.522418699934854,4.560701152649314,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
C(CO)N,2.4125998797236887,4.529897446864183,3.9214318706241604,2.757859847314952,3.9907732895158365,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
C#C,5.030990609682666,5.813435028438118,6.157911505504873,5.18852704745995,6.276738508073305,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
C1=CC=C(C=C1)Cl,3.0574080448403342,2.7590998931712605,3.050446176567208,1.1891706454156568,3.722446195877185,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
C#C,5.520293304551302,6.0047956214427405,4.5060999190117235,4.500303178801368,5.70874587886101,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
C1CCCCC1,6.2237573660760495,4.744585568007206,4.383781954662346,3.5991516283559295,4.73258306866248,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC(=CC=C1N)N,5.442539762122275,5.83608592346159,4.900509693592548,4.072061561172324,5.353340866149448,108.144,0.8510000000000002,2,2,0,1,52.04,8,0.0,8
CC(=O)N,5.088243508413769,5.534603175943133,5.548159017795869,4.957534012271617,4.824155187058715,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CC(C)C,5.221765033877364,4.663463698530584,4.797256661763317,4.093060549039877,3.7140095382670433,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C1CCCCC1,6.197009866972169,5.338942623232947,6.199709226464316,4.697073576077433,6.378340424394837,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=CC=C1C(=O)O,5.4501937853479125,5.6094479005222855,5.493561866513477,2.9338024553242943,5.613752804342589,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CC(C)(C)O,5.336290122485433,4.648190629805523,4.753031104347212,5.096019298984446,4.409121355231757,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
CC(=O)N,2.686327691158411,3.4055547745607764,2.8195855666137075,2.8273275111906004,2.738343229691122,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
C1CCCCC1,4.719475001589794,4.995369835391865,4.997401948463006,4.274962421366941,5.2167707578054,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=CC=C1C(=O)O,5.451211725524721,5.014489732023482,6.138557608818961,4.156857507421171,6.274893876904415,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
C1=CC=C(C=C1)O,5.585562266283474,5.7038084889603,5.450897338437534,4.472307021380717,5.4268188534931046,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C1=CC=C(C=C1)Cl,5.409698975762502,3.695758589898456,3.772022959765918,3.050860492471456,4.889230348424815,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CC(C)C,5.446244210968608,5.001661324194544,5.386492337898647,4.085980477884586,5.477096183877414,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C1=CC=C(C=C1)O,4.908383775949829,4.355135191456639,3.85197379561056,2.91392025410838,4.2388338680145345,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C1=CC=C2C(=C1)C=CC=C2,6.93369089032923,7.041222107413348,6.636831845890676,5.0489565361663935,7.186838093416493,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
CC1=CC=CC=C1,4.285435142455716,4.978254190253626,3.379524418008,2.7370569314073467,6.121302454642839,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
CN(C)C,3.0671169330414108,3.251589375357152,2.8731607993673784,2.0180464657314383,2.195328632398194,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
C1CCCCC1,5.41702421614636,4.349402814034869,3.9568659495109566,3.464677876661642,4.982785540369699,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
CCO,5.463667751093129,4.311619061838195,4.237914460900523,4.142106696843338,3.880315225918367,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
CC(=O)N,5.157230902334954,6.492539958902257,5.670849575180586,5.456702085609206,5.9312832347927795,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CC(=O)N,5.012679532441372,5.505567727546416,5.401076900584205,4.394152225880635,4.496116716877344,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
C1=CC=C(C=C1)Cl,5.308914406247843,4.390659450006249,4.371905737937859,3.020138668492618,4.941005486485797,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CCO,4.397134802869884,3.085470296569242,3.6872367187207136,4.117994124349176,3.7745717710943416,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
C(CO)N,3.427208968817171,4.484725329867587,3.6821329075094154,3.196231242079656,3.8635938017455844,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
CC1=CC=CC=C1,5.83582979565603,4.608756674816104,5.711426042024303,4.483184584194584,5.584363305480337,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
CCO,5.7117689713675786,5.767971732854999,5.313963027611379,3.8758799429440334,5.486710852452649,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
C#C,3.2705336624150405,4.391105899706454,3.9563412014871244,2.977445551397103,3.035074716628161,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
CC(=O)N,4.911918960955581,4.556478378815583,5.599536365054414,3.683212790645847,3.3554448960592635,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CCO,4.100239315719417,5.233478609697462,4.312915567680585,3.204229129271835,4.701276685373483,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
CC1=CC=CC=C1,5.397497646775507,4.818659318986833,4.875733497985203,4.486533097050254,5.714972422725644,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
C1=CC=C2C(=C1)C=CC=C2,5.950837131631605,5.695480994578505,6.05038506010976,4.502906590452349,7.111131641221919,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
CC(=O)O,4.284155311031084,4.685963500663866,4.799529049859868,3.7828112300547345,3.7614821998361103,60.05200000000001,0.09089999999999993,1,1,0,0,37.3,4,0.5,4
C1CC1,3.9286484876590344,5.172375274900594,4.626515617497951,4.852144408049039,4.93433044065775,42.080999999999996,1.1703,0,0,0,1,0.0,3,1.0,3
C1=CC=C(C=C1)Cl,4.875452044683924,4.021682317970173,4.50617087080398,3.848103223668296,5.61178341685093,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CCN(CC)CC,3.7079525682830416,3.7435272855790203,4.295305656522845,2.987207417906321,3.6911607546014316,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
C1=CC=C(C=C1)O,5.050178712216646,5.604831167238958,5.651562182644914,3.8400231397148694,6.217209934911836,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C1CCCCC1,5.376545266957732,5.171212530592902,4.638458272934214,4.134323607604581,6.194058243385309,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=CC=C1C(=O)O,4.623329250902861,4.719498537286512,4.790057489684389,3.4288626287158954,4.95667933485563,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CC(C)(C)O,7.1610420759581475,6.692324000266706,6.58522761325005,5.743744245232205,5.353649997032449,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
CC(=O)O,3.9499869232108966,4.214315329593528,3.8938001498844113,3.314028343926405,3.487765904171094,60.05200000000001,0.09089999999999993,1,1,0,0,37.3,4,0.5,4
CC(C)(C)O,5.414133325099184,4.793393900153939,5.006433333439575,4.234912817376818,4.4267150529207475,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
CC(C)C,5.213268970961251,4.971568142567892,5.199776606023186,4.449912818460932,4.145353642606923,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C(CO)N,3.319036592260936,3.363487749285815,5.017950737218488,3.739670868883393,4.31143160184042,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
C#C,4.824534230744864,5.749170290130612,5.8509196602543385,4.881819201022004,5.583828233016713,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
CN(C)C,5.676384697198186,5.640397495627799,6.041536711445777,4.961761246320434,6.446292735182501,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
CC(=O)O,5.489349576702149,5.6597373295541935,6.1084970882324985,4.311832357897981,5.144158511818646,60.05200000000001,0.09089999999999993,1,1,0,0,37.3,4,0.5,4
CCN(CC)CC,4.186674237819707,3.9878466646385755,4.294863763691343,2.9857549295232078,4.153852207993446,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
CCO,6.373974468913775,6.416899060228997,6.255199198799216,5.968335881238617,7.0353647984780325,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
C1=CC(=CC=C1N)N,3.847390060161821,5.027711690012814,3.6515658415677468,3.372469078844993,3.8033200409987327,108.144,0.8510000000000002,2,2,0,1,52.04,8,0.0,8
C1CC1,3.298437391074126,3.049080360196185,2.676268230623249,2.121006728000484,3.0265513734601157,42.080999999999996,1.1703,0,0,0,1,0.0,3,1.0,3
C1=CC=C(C=C1)Cl,5.075404818958114,3.6559482386756468,4.4723300836462405,3.4707713348939624,5.105211305300469,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CC(C)C,5.894384313733001,5.164830896080107,5.162408242556285,4.715438568379865,4.983658681748383,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
CC(=O)OC,4.28640127909643,3.7913432900101065,4.106266889426446,2.8295737504903085,3.5147487817363006,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
CC(C)(C)O,6.3352644558480735,5.695539955056881,6.063826512468644,4.191296083490618,6.130624737179342,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
CC(C)(C)O,4.100957422382648,4.312667178623489,4.590104889057781,3.9975868649249757,3.584229675075057,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
CC(C)(C)O,3.6860744281772098,3.67675226997835,3.6393894424002866,2.9525068553408658,3.64531536144594,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
C1=CC=C(C=C1)Cl,4.98496779987345,5.382490180364962,4.253538354976728,4.061079420716578,4.890564002075869,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CC(=O)N,4.164058178201315,3.956761724273698,3.387680471350992,3.4797161803642607,4.274254085527787,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CC(C)C,5.844520617406128,6.593794742714895,6.022580112022028,6.442309495072831,6.422239137254327,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
CCN(CC)CC,5.219737343326432,5.001524195597445,5.097833532479676,3.9831500561193867,5.04800638209539,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
CC(=O)OC,5.444057491493715,5.2300215825311955,5.284807345910544,4.963261249399832,5.458746934282076,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
C1=CC=C(C=C1)Cl,4.628472932665974,3.3148466208651146,3.311838098964614,2.5270930834843135,4.90424375571046,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CN(C)C,3.884487498159183,4.147261973597435,4.575523901534206,4.08968259755436,4.645784600944253,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
CCO,4.219825114176646,6.4129043477577135,5.5647285219386795,5.954416051868304,4.421089738237128,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
CC(=O)OC,4.066355347806212,4.861029384013943,4.8383408080148085,3.6211471639373807,3.67970874654047,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
C#C,3.19942247902169,4.340719949841004,3.39528373962899,4.3070124708575035,2.975576836090421,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
C1=CC=C2C(=C1)C=CC=C2,6.523144561216766,5.024036350456326,5.714617071806844,3.8996365674042326,5.521306534750901,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
C1=CC=C(C=C1)O,7.329146355752619,6.562148116119319,6.61638799080247,5.344426945152258,6.832923674932693,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C1=CC=C(C=C1)O,6.090774575121321,5.749153138167006,4.499061636896457,4.187644455473443,5.1449613466887705,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C(CO)N,3.5184172328908976,5.053884297384639,4.0887164570008165,3.0096222155127577,4.420281189013598,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
C1CCCCC1,3.9675980557061337,4.7089591048397095,4.258678891264628,3.3710860536597393,5.41612576131208,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=CC=C1C(=O)O,5.649047073123036,5.710020352748644,6.976497870330265,3.9095754114847643,6.565161582860116,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CC(=O)N,5.4494713792528975,5.116531728202562,5.674563038161233,4.996652876834824,5.121301516565156,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CC(=O)N,4.062909271904831,5.152969904698217,4.897460301896496,4.443744981378836,4.187772600038576,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CC(C)C,4.996141767403782,5.00784102141334,4.616499455222625,4.272143127223105,5.275269063664068,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C1CCCCC1,8.03194965944975,6.597199119859421,7.916798599934825,5.725761782515263,6.751629285356143,84.162,2.3406000000000002,0,0,0,1,0.0,6,1.0,6
C1=CC=CC=C1C(=O)O,3.9724076800914103,3.6444913236089826,3.807758030765643,2.740764873143206,4.329141624272756,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CC(C)(C)O,4.055547152086085,5.063512647641685,3.4416612532972897,2.97834915198777,4.24458739750367,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
C1=CC=C(C=C1)Cl,3.7743541108856804,3.281519361691781,3.6602349218496624,2.597209348791499,4.118225610922409,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
C(CO)N,5.866542709025041,7.542963355754537,6.549124180769399,4.840179302450291,6.751569127893295,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
CN(C)C,6.2133860507705725,6.619944709182562,6.0566888372855345,5.0724051533813705,5.175399408763532,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
C1=CC=C(C=C1)Cl,4.9767954962190615,4.170769170064473,4.9069652984819605,3.0136359808679205,5.449008236451862,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CC1=CC=CC=C1,4.684544983083421,4.163142875393815,3.417689246835006,2.536586156706209,4.5461561573270215,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
CN(C)C,2.303789766905331,2.148620367062607,2.4564066165812384,0.9338468745676938,2.1326490415173325,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
CCN(CC)CC,4.0889219973248965,3.835940105373303,4.313739072139674,2.624564412429158,3.868396210788633,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
C1=CC=C2C(=C1)C=CC=C2,5.331424110038378,4.687325652953942,3.8027748930722414,3.378389693006067,5.662358495387145,128.17399999999995,2.8398000000000003,0,0,0,2,0.0,10,0.0,10
C1=CC=C(C=C1)O,4.994420984823992,4.426946595479947,3.675319474348962,3.5481219955738474,4.697468266685043,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C(CO)N,2.0668999763359777,3.725004382315958,3.3943505879683613,2.8735758146360615,2.83631623226482,61.083999999999996,-1.0626,2,2,1,0,46.25,4,1.0,4
CC(C)C,4.13732377552121,3.5850738312943946,4.440753451568163,3.4507961032862773,5.169375903142398,58.123999999999995,1.6622999999999999,0,0,0,0,0.0,4,1.0,4
C1=CC=C(C=C1)O,4.583904922532134,5.051881488622138,4.481189204624163,3.474171470188246,3.9612095199263724,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
CCOC(C)=O,4.628436979465644,6.105722178648314,4.980680072612911,5.6490180406100325,5.506616619412093,88.106,0.5694,0,2,1,0,26.3,6,0.75,6
C1=CC=C(C=C1)O,4.215865447977341,4.538265929729469,4.6424624626858915,4.287235167577935,5.089458352992671,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
C#C,5.594073941282104,5.814780837942307,5.599034988972344,5.361478219252517,4.90365971507513,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
CC(=O)N,3.4347828696866176,4.045410364338656,3.4003987063359715,3.6773802314697823,4.6323339995773845,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CCO,5.656043355102309,4.862333475306193,5.282107026613104,4.648789422770443,4.658637619325959,46.069,-0.0014000000000000123,1,1,0,0,20.23,3,1.0,3
CC(=O)N,4.821071173980646,4.577459218943575,5.304681395084489,4.596515804466355,5.773089036003475,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
C#C,6.583804294373279,6.465221946272334,6.061821734940169,6.840707922509149,7.442165747806731,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
CCN(CC)CC,6.213606259095176,5.241789571310194,6.402846490850225,4.182410673574496,5.607084260668802,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
C1CCC(CC1)N,5.508099364326361,5.153804825665918,4.884479356499209,3.597402072518303,5.44414514067888,99.17700000000002,1.2778,1,1,0,1,26.02,7,1.0,7
CC(C)(C)O,2.6226250697778264,3.8148765785013126,3.269928752082532,1.889939507769479,2.7700621270236034,74.12299999999999,0.7771999999999999,1,1,0,0,20.23,5,1.0,5
CC1=CC=CC=C1,5.3923460505048215,5.5534933349874205,5.342052993511242,5.544064650353839,6.93598069711523,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
C1=CC=C(C=C1)Cl,5.5797766496753045,4.278088412993176,4.614746795485602,3.5527871080137516,5.869030769988838,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
CCOC(C)=O,4.947046007365767,5.449581715022401,4.939702457642703,3.7783329287490117,6.027068795007733,88.106,0.5694,0,2,1,0,26.3,6,0.75,6
C1=CC(=CC=C1N)N,3.282342938955149,3.9149285006517047,3.6397727793543644,2.6681389376512303,3.201381677569951,108.144,0.8510000000000002,2,2,0,1,52.04,8,0.0,8
CC1=CC=CC=C1,3.643988341869203,2.671448793886142,2.475670208534116,1.5071324710375038,3.4564317383362004,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
CN(C)C,4.9117819650415795,4.665929626836901,4.902748513246906,5.654372631396739,5.026206955742854,59.111999999999995,0.17779999999999996,0,1,0,0,3.24,4,1.0,4
C1=CC=CC=C1C(=O)O,4.91882388585824,4.803409960768168,5.2919886332892405,2.9453540371447122,4.421490024296091,122.12299999999998,1.3848,1,1,1,1,37.3,9,0.0,9
CCN(CC)CC,2.3509839251689524,2.1403235664649727,3.306874991814973,1.6438602675654483,2.430900072185896,101.193,1.3481,0,1,3,0,3.24,7,1.0,7
CC(=O)N,5.3880752401651515,5.25224763950584,4.448953070414287,4.614295929136494,5.219278282114476,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
CC1=CC=CC=C1,4.891896267974142,3.0705962911227753,4.016338668280548,2.2972495816231433,4.847339588816952,92.14099999999999,1.99502,0,0,0,1,0.0,7,0.14285714285714285,7
CC(=O)OC,3.9903462664407106,4.804503671316112,3.3371012405361475,3.4523143522243465,4.6355604220111095,74.07900000000001,0.17930000000000001,0,2,0,0,26.3,5,0.6666666666666666,5
CC(=O)N,6.108300515418096,5.268689804665382,5.350375129931474,5.362992474531323,3.848758486346334,59.068,-0.5084,1,1,0,0,43.09,4,0.5,4
C#C,4.77739844574681,6.188970086743348,4.604740640376015,4.826405528732435,4.980765661282857,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2,0.0,2
C1=CC=C(C=C1)Cl,3.5637747468058922,4.061877516562219,3.6965065390488157,1.6981958478470283,4.399581099795423,112.55899999999998,2.34,0,0,0,1,0.0,7,0.0,7
C1=CC=C(C=C1)O,4.145833122752141,4.343308080094347,4.837751779095257,2.3202155289335566,4.205562728967183,94.11299999999997,1.3921999999999997,1,1,0,1,20.23,7,0.0,7
